relation	concept	shortname-activity	longname-activity
usedfor	frying pan	make curry powder	make kashmiri paneer masala (curry powder)
usedfor	frying pan	make curry powder	make kashmiri paneer masala(curry powder)
usedfor	frying pan	make cutlet	make mushroom cutlets
usedfor	frying pan	make dip	make beetroot dip
usedfor	frying pan	make donut	make spam donuts
usedfor	frying pan	make doughnut	make the mad hatter%27s doughnuts
usedfor	frying pan	make egg	make scrambled eggs with tomato and white onions
usedfor	frying pan	make egg noodle	make simple fried egg noodles
usedfor	frying pan	make enchilada	gringo inchiladas
usedfor	frying pan	make enchilada	make gringo enchiladas
usedfor	frying pan	make finger	make tofu chicken fingers
usedfor	frying pan	make fried egg	make a fried egg
usedfor	frying pan	make fried rice	cook fried rice with soy sauce
usedfor	frying pan	make fried rice	fried rice with soy sauce
usedfor	frying pan	make fried rice	make fried rice with soy sauce
usedfor	frying pan	make fried rice	make guyanese fried rice
usedfor	frying pan	make fried rice	make kimchi fried rice
usedfor	frying pan	make fried rice	make teriyaki fried rice
usedfor	frying pan	make fritter	make sweet potato fritters
usedfor	frying pan	make grits	make grits and scrambled eggs southern style
usedfor	frying pan	make hot dog	make mini hot dogs
usedfor	frying pan	make lasagne	make tuna lasagne
usedfor	frying pan	make leaf	make hindbeh bi zeit (dandelion leaves in olive oil)
usedfor	frying pan	make lentil	make curried lentils
usedfor	frying pan	make loaf	make a lentil nut loaf
usedfor	frying pan	make loin	make stuffed loin of lamb
usedfor	frying pan	make model	make special model from palembang
usedfor	frying pan	make mung bean	make kumbu kacang ijo (mung beans)
usedfor	frying pan	make nacho	make nachos with pasta sauce
usedfor	frying pan	make omelette	make a salmon omelette
usedfor	frying pan	make omelette	make an omelette with leftover pasta
usedfor	frying pan	make pancake	make bindaetuk (korean pancakes)
usedfor	frying pan	make pancake	make spring onion pancakes
usedfor	frying pan	make pasta sauce	make orange and pumpkin pasta sauce
usedfor	frying pan	make pasta sauce	make pasta sauce
usedfor	frying pan	make patty	make quinoa patties
usedfor	frying pan	make potato pancake	make potato pancakes
usedfor	frying pan	make quesadilla	make cheese quesadillas
usedfor	frying pan	make ravioli	make nutella ravioli
usedfor	frying pan	make roll	make a vegetable omelette roll
usedfor	frying pan	make roll	make coco roll
usedfor	frying pan	make roll	make homemade pizza rolls
usedfor	frying pan	make salad	make a prawn and avocado salad
usedfor	frying pan	make salad	make filling steak salad
usedfor	frying pan	make salad	make pear, rocket, and blue cheese salad
usedfor	frying pan	make salad	make toasted garlic salad dressing
usedfor	frying pan	make salsa	make salsa from marinara sauce
usedfor	frying pan	make sandwich	make a bacon sandwich
usedfor	frying pan	make sandwich	make a grilled apple sandwich
usedfor	frying pan	make sandwich	make a grilled cheese and bologna sandwich
usedfor	frying pan	make sandwich	make a grilled cheese and pickle sandwich
usedfor	frying pan	make sandwich	make a ham and cheese sandwich
usedfor	frying pan	make sandwich	make a portobello mushroom sandwich
usedfor	frying pan	make sandwich	make a shrimp po boy sandwich
usedfor	frying pan	make sandwich	make sausage sandwiches
usedfor	frying pan	make sardine	make pan fried garlic sardines
usedfor	frying pan	make sausage	make potato sausages
usedfor	frying pan	make sausage	make turkey sausage
usedfor	frying pan	make shell	make tostada shells
usedfor	frying pan	make shrimp	make caribbean spicy shrimp
usedfor	frying pan	make side	make sunny side down eggs
usedfor	frying pan	make snack	make crunchy cajun potato snacks
usedfor	frying pan	make special	make mie celor special
usedfor	frying pan	make spread	make soy and parsley spread
usedfor	frying pan	make stick	make bacon pixie sticks
usedfor	frying pan	make style	make chicken shawarma (arabic style)
usedfor	frying pan	make style	make rotis indian style
usedfor	frying pan	make sushi	make vegan sushi
usedfor	frying pan	make tart	make dried apricot and walnut tart
usedfor	frying pan	make tofu	make flavorful fried tofu
usedfor	frying pan	make tofu	make flavorful fried tofu (extremely easy)
usedfor	frying pan	make trout	make pan fried trout with garlic and bacon
usedfor	frying pan	make turbot	make pan fried turbot
usedfor	frying pan	make turkey	make turkey au gratin with sherry
usedfor	frying pan	make vegetable	make beer battered fried vegetables
usedfor	frying pan	make wrap	make turon (bananacue wrap)
usedfor	frying pan	make wrap	make veggie and melted cheese wraps
usedfor	frying pan	steam carrot	steam carrots
usedfor	frying pan	toast coconut	toast coconut
usedfor	frying pan	toast sesame seed	toast sesame seeds
usedfor	frying pan	use nasturtium	use nasturtiums in food
usedfor	gasoline tank	build generator	build a generator
usedfor	generator	give character	use generators to give a comic book style character unique superpowers
usedfor	generator	start business	start a locksmith business
usedfor	generator	start service	start a mobile pet grooming service
usedfor	golf ball	swing golf club	complete a perfect swing in golf
usedfor	golf ball	swing golf club	swing a golf club
usedfor	golf ball	use putter	use a belly putter
usedfor	gps	drive through ghetto	drive through a ghetto
usedfor	gps	hunt down elk	hunt elk
usedfor	gps	win strategy	win a nerf war using strategy
usedfor	gps	win war	win a nerf war using strategy
usedfor	graduated cylinder	demonstrate principle	demonstrate archimedes%27 principle
usedfor	graduated cylinder	find density	find the density of water
usedfor	grater	bake cookie	bake linzer bar cookies
usedfor	grater	bake lasagna	bake microwaved mushroom and corn lasagna
usedfor	grater	bake lasagna	bake the perfect lasagna
usedfor	grater	bake muffin	bake fruit surprise muffins
usedfor	grater	grate carrot	grate a carrot
usedfor	grater	make ball	make lavender wash balls
usedfor	grater	make ball	make scented wash balls
usedfor	grater	make bite	make salmon bites
usedfor	grater	make bread	make veggie topped bread
usedfor	grater	make breadcrumb	make fresh breadcrumbs
usedfor	grater	make chocolate ice cream	make chocolate ice cream
usedfor	grater	make chocolate ice cream	make chocolate ice cream with 3 ingredients
usedfor	grater	make croissant	make chocolate croissants
usedfor	grater	make dessert	make orange and yoghurt dessert
usedfor	grater	make fish	make crockpot citrus fish
usedfor	grater	make flake	make soap flakes
usedfor	grater	make haggis	make vegetarian haggis
usedfor	grater	make herring	make mock herrings with a marinade
usedfor	grater	make hot chocolate	make hot chocolate with star anise
usedfor	grater	make lemon curd	make lemon curd
usedfor	grater	make muffin	make hot cross muffins
usedfor	grater	make noodle	make zucchini noodles
usedfor	grater	make pants	make rad skater pants
usedfor	grater	make patty	make feta cheese patties
usedfor	grater	make salad	make carrot and raisin salad
usedfor	grater	make salad	make carrot bulgur salad
usedfor	grater	make salad	make quinoa and vegetable salad
usedfor	grater	make sandwich	make a grated cheese sandwich
usedfor	grater	make sauce	make teriyaki sauce
usedfor	grater	make shake	make a apple honey shake
usedfor	grater	make shaving cream	make a shaving cream for men
usedfor	grater	make soap	make lemon verbena soap
usedfor	grater	make soap	make oatmeal and sage soap
usedfor	grater	make soup	make chilled borscht soup
usedfor	grater	make sub	make a pizza sub
usedfor	grater	make sundae	make a strawberry sundae
usedfor	grater	prepare beetroot	prepare beetroot
usedfor	grater	simplify butter	simplify adding butter to pastry dishes
usedfor	grater	top bread	make veggie topped bread
usedfor	grater	use cucumber	use cucumbers in your beauty routine
usedfor	green pepper	make sandwich	make a sub sandwich
usedfor	grocery bag	use aid	tie dye a shirt using kool aid
usedfor	guacamole	make burrito	make a chicken burrito
usedfor	guacamole	make meal	make a healthy restaurant style meal
usedfor	guitar	buy slide	buy a  guitar slide
usedfor	guitar	change string	change strings on an electric guitar
usedfor	guitar	extend life	extend the life of guitar strings
usedfor	guitar	find harmonic	find a tap harmonic on the guitar
usedfor	guitar	finger pick	finger pick
usedfor	guitar	keep look	play grunge guitar and keep the look
usedfor	guitar	make belt	make a guitar strap using a belt
usedfor	guitar	make capo	make a capo with office materials
usedfor	guitar	make living	make a good living from guitar teaching
usedfor	guitar	make living	make a living from teaching guitar
usedfor	guitar	pick out slide	pick slide
usedfor	guitar	play chord	play a power chord
usedfor	guitar	play intro	play an intro on guitar
usedfor	guitar	play moment	play moments by one direction fingerstyle
usedfor	guitar	play solo	play a guitar solo
usedfor	guitar	play twist	play twist and shout on a guitar
usedfor	guitar	playact key	play in any key in one place on a guitar
usedfor	guitar	put strap	put a strap on a guitar
usedfor	guitar	sing time	play the guitar and sing at the same time
usedfor	guitar	start band	start an emo band
usedfor	guitar	tune up tuner	tune a guitar using an online guitar tuner
usedfor	guitar	use capo	use a guitar capo
usedfor	guitar	use effect	use percussive effects on guitar
usedfor	guitar	use posture	use good guitar posture
usedfor	guitar	use slide	use a guitar slide
usedfor	guitar	use system	use the philip glaser flash card system
usedfor	guitar	use tuner	tune a guitar using an online guitar tuner
usedfor	guitar	write music	write music on the guitar
usedfor	hair spray	build cannon	build an orange cannon
usedfor	hair spray	colour hair	color doll hair
usedfor	hair spray	create cannon	create a ping pong ball cannon
usedfor	hair spray	cut back parent	cut your hair behind your parents back
usedfor	hair spray	deal out with hair	deal with dry hair
usedfor	hair spray	dress up for class	dress for a ballet class
usedfor	hair spray	fix hair	fix bushy hair
usedfor	hair spray	give hair	give your hair more body
usedfor	hair spray	groom horse	groom a horse for halter class
usedfor	hair spray	kill bug	kill a stink bug
usedfor	hair spray	kill fly	kill a fly quickly
usedfor	hair spray	look good	look good on a rainy day
usedfor	hair spray	make bun	do your hair in a ballerina bun
usedfor	hair spray	make bun	make a ballet bun
usedfor	hair spray	make hair	make hair straight with a curling iron
usedfor	hair spray	make hair	make wavy hair with the curling iron
usedfor	hair spray	make hair	make your hair like elvis
usedfor	hair spray	pack for girl	pack for a cold place for teen girls
usedfor	hair spray	pack for girl	pack for a winter vacation (teen girls)
usedfor	hair spray	pin hairstyle	do pin up hairstyles
usedfor	hair spray	remove stain	remove ink stains from linen
usedfor	hair spray	set hair	set hair
usedfor	hair spray	straighten hair	do your hair
usedfor	hair spray	straighten hair	have straight, sleek and shiny hair (and how to straighten hair)
usedfor	hair spray	straighten hair	make your hair straighter
usedfor	hair spray	straighten hair	staighten your hair with a straightener
usedfor	hair spray	straighten hair	straighten hair perfectly
usedfor	hair spray	straighten hair	straighten your hair
usedfor	hair spray	straighten hair	straighten your hair perfectly
usedfor	hair spray	straighten hair	straighten your hair well
usedfor	hair spray	straighten hair	straighten your hair with a straightener
usedfor	hair spray	stylise cut	style a pixie cut
usedfor	hair spray	use clip	use a banana clip
usedfor	hair spray	use curling iron	use a clip less curling iron
usedfor	hair spray	use curling iron	use a clipless curling iron
usedfor	hair spray	use wand	use a curling wand
usedfor	hair spray	wave hair	wave your hair with a straight iron
usedfor	hair spray	wear hair	wear your hair to a semi formal dance
usedfor	halter	care for horse	care for your horse after riding
usedfor	halter	catch pony	catch a pony from the field
